,Market,N Most Traded
2021-04-13 00:00:00,65765.46466396346,6475.893594245727
2021-04-14 00:00:00,67743.5657438682,6642.020380272149
2021-04-15 00:00:00,71858.29679087146,6670.849104619887
2021-04-16 00:00:00,74468.28615429302,6544.237343832007
2021-04-17 00:00:00,75151.15138472046,6467.94624177746
2021-04-18 00:00:00,69771.03880066631,6036.5194717342165
2021-04-19 00:00:00,66386.87012027357,5859.855544751159
2021-04-20 00:00:00,68139.65623717789,6020.883125053071
2021-04-21 00:00:00,66182.62738920726,5898.573279111898
2021-04-22 00:00:00,61782.87857651117,5720.592530826046
2021-04-23 00:00:00,62139.988762101755,5643.741935343827
2021-04-24 00:00:00,58211.565138061735,5353.854112691088
2021-04-25 00:00:00,58404.75802349748,5359.527289724625
2021-04-26 00:00:00,67043.9721127502,6033.596610427121
2021-04-27 00:00:00,71483.90659293914,6205.682606099829
2021-04-28 00:00:00,70630.06192373107,6196.889847924001
2021-04-29 00:00:00,69675.83091634087,6196.002677939614
2021-04-30 00:00:00,73918.71249028495,6546.316389964601
2021-05-01 00:00:00,75671.48979471101,6705.921919560749
2021-05-02 00:00:00,74683.19971950052,6571.752029353942
2021-05-03 00:00:00,77037.74146212844,6917.728767629966
2021-05-04 00:00:00,72378.92125418414,6660.994148114645
2021-05-05 00:00:00,80638.37834850665,7302.461824821592
2021-05-06 00:00:00,83918.7930420611,7240.565365170149
2021-05-07 00:00:00,84962.26913676193,7215.897444310182
2021-05-08 00:00:00,85890.36514034726,7408.268436301788
2021-05-09 00:00:00,86679.22260200605,7549.35328900583
2021-05-10 00:00:00,81251.42822842114,7247.139710122635
2021-05-11 00:00:00,86854.98558250086,7513.5564723950365
2021-05-12 00:00:00,75433.09309184829,6645.820684739028
2021-05-13 00:00:00,78816.85461666068,6815.0366771497165
2021-05-14 00:00:00,83925.01048608682,7037.428806348487
2021-05-15 00:00:00,78370.04706585778,6766.1059425301755
2021-05-16 00:00:00,78667.07845379345,6694.180910902583
2021-05-17 00:00:00,74143.68784234261,6469.184785577164
2021-05-18 00:00:00,78147.27767012703,6630.816199451047
2021-05-19 00:00:00,54117.99829346049,5181.829340171107
2021-05-20 00:00:00,63197.20463574664,5660.256828658783
2021-05-21 00:00:00,55436.39817945806,5078.375154576944
2021-05-22 00:00:00,51561.221197169936,4866.686554318738
2021-05-23 00:00:00,44580.380266225344,4449.128319007239
2021-05-24 00:00:00,54934.2439655909,5244.475989401434
2021-05-25 00:00:00,55143.011793511665,5240.500794285679
2021-05-26 00:00:00,60926.430720839664,5487.597525995032
2021-05-27 00:00:00,58257.259767105475,5303.9445014737385
2021-05-28 00:00:00,52957.2050285022,4941.662793864105
