,Market,N Most Traded,Momentum,Portfolio
2018-02-03 00:00:00,837.4933678208006,624.9803200017163,704.1932356025275,776.2520233734102
2018-02-04 00:00:00,782.6827690530944,572.887794005353,696.7082238528436,735.910907988245
2018-02-05 00:00:00,703.6870497967105,499.2830956388971,680.2670414210421,676.2206518682287
2018-02-06 00:00:00,768.4755503306303,552.0299602351048,682.149073109046,720.9330481546024
2018-02-07 00:00:00,748.1405796139445,533.0094702968362,679.9613391705728,706.1736965492222
2018-02-08 00:00:00,789.475722200227,573.1079844904422,694.4629200551534,739.3351077857263
2018-02-09 00:00:00,830.330619327189,619.3531423502307,709.1684888329007,772.8842324812066
2018-02-10 00:00:00,817.2369119839535,623.4132056840338,700.2294106459847,762.7522909525709
2018-02-11 00:00:00,785.9361593670044,596.0721491309474,674.8213632753478,733.6153195159017
2018-02-12 00:00:00,817.2825951339668,634.9486448201558,680.4687683826515,758.0050520771911
2018-02-13 00:00:00,804.5127553386585,619.1012346312604,682.8426867133987,749.4705826803407
2018-02-14 00:00:00,844.6433687218464,698.9574152634291,690.4133921639932,783.8057804086487
2018-02-15 00:00:00,863.1958413413034,720.0745456177776,693.6650257827818,798.0244671013944
2018-02-16 00:00:00,883.7233918600778,723.5610382139529,697.9863206600897,811.9860351354688
2018-02-17 00:00:00,907.6258702441901,748.9010288292026,703.8768341083176,830.6286752619295
2018-02-18 00:00:00,876.4361976397649,714.3782192445101,699.6948204198235,807.207986634257
2018-02-19 00:00:00,894.490049423184,733.8345900229077,709.2139936130478,822.8416867401156
2018-02-20 00:00:00,861.1076748427226,728.022364303854,686.5075848751934,795.4191167985771
2018-02-21 00:00:00,834.9235170861616,689.4920330125177,675.5042744511146,772.5545958882831
2018-02-22 00:00:00,810.7537103066994,653.3990253981891,675.8718781824124,754.5536921785623
2018-02-23 00:00:00,838.1392645403258,682.4795194939425,699.4699507226381,780.9724958903812
2018-02-24 00:00:00,819.6184477076123,666.4457637204284,708.2706051875342,770.8968265528705
2018-02-25 00:00:00,819.149817235925,670.290159833568,691.3674175250559,765.9291315824286
2018-02-26 00:00:00,840.9096210432295,686.0073582662122,675.1859930217571,775.702306359086
2018-02-27 00:00:00,846.7500632204292,688.2224844513248,671.8432308356587,778.4252556280876
2018-02-28 00:00:00,815.9972427643913,665.2634046522973,641.0006795059761,748.4248899756574
2018-03-01 00:00:00,837.7642088633586,683.1787215616168,659.2718208003494,768.7579437142816
2018-03-02 00:00:00,829.983880917155,681.5184101027018,655.6606125999012,762.8403533405335
2018-03-03 00:00:00,827.8967757997332,685.1142847796859,663.8428193196054,764.4023397536901
2018-03-04 00:00:00,830.0509175361533,703.2574791136183,657.9316096840314,765.7357813382632
2018-03-05 00:00:00,828.1892472908046,693.8821913451601,657.2394004298512,763.4735876379541
2018-03-06 00:00:00,796.6988632139348,663.769755773457,649.4871095065522,739.2424263576722
2018-03-07 00:00:00,760.6392047399196,628.8840530391897,637.5452276680572,710.535496448288
2018-03-08 00:00:00,734.1426226728025,601.1937099891487,634.4574130410489,690.942168514911
2018-03-09 00:00:00,733.8952699965662,614.8402652015793,633.0528857692207,691.7370542488638
2018-03-10 00:00:00,715.176371133632,588.0855520022682,632.463424512599,677.6534052341857
2018-03-11 00:00:00,744.1294707840343,616.136629540311,642.2118418123697,700.7548979681626
2018-03-12 00:00:00,725.2807230678186,595.6986450193856,634.2621523812345,685.016944057
2018-03-13 00:00:00,725.8184324399974,590.4097214799261,644.008231785018,687.7345011474965
2018-03-14 00:00:00,681.4818538790001,542.7996501125823,626.8665475000231,651.2290415886653
2018-03-15 00:00:00,677.2690702859418,544.0779615618967,627.0985395442096,648.8988001910176
2018-03-16 00:00:00,675.5093120237888,541.9517188944997,621.5192363517876,645.9565300092595
2018-03-17 00:00:00,647.5829298445884,511.7389466035585,608.672087433463,622.3252787971478
2018-03-18 00:00:00,649.4109678265612,517.3334895161131,608.3600282329724,623.8879381174397
2018-03-19 00:00:00,679.0052979160012,543.4935431859379,613.0812651181784,645.6769126036479
2018-03-20 00:00:00,697.9663504978322,547.3864574299378,615.7104610058075,658.2315943434353
2018-03-21 00:00:00,705.3487555705515,546.4033596414217,615.1500487947857,662.3946039449088
2018-03-22 00:00:00,699.3817646430592,531.2821884197207,613.5307645064134,656.8165069797316
2018-03-23 00:00:00,701.854447691346,531.7387339871756,623.9239813602908,661.4637364216123
2018-03-24 00:00:00,705.8282481843456,523.1219425088744,627.4843156904997,664.0544378686448
2018-03-25 00:00:00,705.1633114794472,520.0344903589881,618.9336573372992,660.7815331247568
2018-03-26 00:00:00,686.3033559470375,496.1745193139843,608.9949606881498,644.0979537060659
2018-03-27 00:00:00,674.5427324428015,470.87297792010423,649.7902099269689,646.750000235782
2018-03-28 00:00:00,679.5196125843406,468.52130103842234,636.8471347700587,645.6180380854641
2018-03-29 00:00:00,635.4259962282449,423.5927128769921,606.2288124662471,605.4835127645202
2018-03-30 00:00:00,633.2436876429261,424.8438610268533,612.5377879084223,606.1919350609677
2018-03-31 00:00:00,635.5140766461051,425.451468574399,606.2508583185615,605.7288503406714
2018-04-01 00:00:00,621.3448948227551,414.63575040223463,610.8049882253948,597.512008401495
2018-04-02 00:00:00,640.2773136507643,424.6618640748271,617.3114276718212,611.8260028994877
2018-04-03 00:00:00,668.6760716540249,456.36710988897215,627.111647918217,634.9758483567773
2018-04-04 00:00:00,638.3918106469713,420.95158896084007,609.2526310832874,607.906034609253
2018-04-05 00:00:00,641.0602584929626,420.70176947957634,611.647299327008,610.2005218418376
2018-04-06 00:00:00,631.1052683556028,408.06680430601875,612.8587413310099,603.3274638432665
2018-04-07 00:00:00,648.8575985469625,418.83901918399135,631.1897222806424,620.5553777307694
2018-04-08 00:00:00,659.0742588851666,426.43564207460366,625.1182450601752,625.6235930566129
2018-04-09 00:00:00,651.4263444034395,419.60853759150456,629.1775259099659,621.569918174204
2018-04-10 00:00:00,662.1146436432193,423.17751302564955,631.1786153006316,628.9401220786859
2018-04-11 00:00:00,680.596280292086,439.5754186078166,629.1099337475343,641.0482901602935
2018-04-12 00:00:00,727.8707702196735,486.3844752569842,643.9682282073211,678.5513781196988
2018-04-13 00:00:00,729.067306967506,485.0803420816517,647.4463012653785,680.1823087682823
2018-04-14 00:00:00,738.5519825550062,487.8256363750439,649.4106802415873,686.7369572429843
2018-04-15 00:00:00,763.9308581066764,509.99431348409524,659.3303470391921,707.157050324173
2018-04-16 00:00:00,754.7865504650567,496.8955477706233,656.1591193719139,699.4092208676705
2018-04-17 00:00:00,751.2616058545932,496.0592627507908,632.6470348665705,690.1570002478061
2018-04-18 00:00:00,784.6887499035951,516.6947265238178,650.006304535203,717.4846139550997
2018-04-19 00:00:00,809.2189481458704,543.5524016715049,665.5486304976772,739.5511982039759
2018-04-20 00:00:00,836.8281397433353,585.1123303138457,692.9644741326181,768.4974591171712
2018-04-21 00:00:00,823.9784776425493,572.4182007070295,668.3188250944858,752.1245541845783
2018-04-22 00:00:00,834.0464199658127,571.9425511040669,674.6390135579719,760.0138111572858
2018-04-23 00:00:00,852.1667198536239,582.751643110442,681.4460171249973,774.0090013607178
2018-04-24 00:00:00,893.8691419599019,623.5486339900058,695.5806630503338,807.3505474900419
2018-04-25 00:00:00,832.0113624578147,560.9448790513908,655.0272158470617,751.8094701339464
2018-04-26 00:00:00,882.8807436473671,590.16280740586,660.2187563718031,786.8103538405471
2018-04-27 00:00:00,870.7674127700001,572.838361554541,662.8650596838528,778.6038017226099
2018-04-28 00:00:00,906.7691134600747,595.4305921167967,676.5159436419895,806.5593103803212
2018-04-29 00:00:00,921.5610628450956,599.360094431024,693.706623174958,820.9846341026472
2018-04-30 00:00:00,904.249512419012,585.0912287782262,670.6123434332583,802.2425333592073
2018-05-01 00:00:00,908.0255231974306,585.225045875116,677.3647637365061,806.547247626922
2018-05-02 00:00:00,924.9520001784335,593.2699988473959,676.043730687049,817.1113191979144
2018-05-03 00:00:00,946.7617181179218,627.0501413950393,681.3384183187317,835.1635705058765
2018-05-04 00:00:00,943.5660555081117,634.7965450833836,676.7791714882683,832.6530392596859
2018-05-05 00:00:00,945.1727661731521,649.6150035429542,671.8122274081817,833.6088282806411
2018-05-06 00:00:00,928.9222020316151,634.0724436686706,663.8869338846666,819.9266457512362
2018-05-07 00:00:00,919.7945036963517,613.4470148836576,657.5025088201457,810.4721563522205
2018-05-08 00:00:00,917.5257850552038,605.4309210761066,653.1289105656539,806.997236310429
2018-05-09 00:00:00,917.9231793318438,602.6097472466008,659.6039018041345,808.8960528650066
2018-05-10 00:00:00,899.2239342638733,582.9728566640331,658.6057411119018,795.4133685582977
2018-05-11 00:00:00,848.890811889648,546.4759100179645,626.9723306834151,752.0737773406097
2018-05-12 00:00:00,859.7005269529467,553.8895831353722,626.5795062390556,759.1831263570219
2018-05-13 00:00:00,884.3275102179083,574.5478556249542,629.1751285666601,776.8038302632384
2018-05-14 00:00:00,887.5897824902611,575.5022657961845,633.0244090595661,780.0114187916449
2018-05-15 00:00:00,872.6125878371495,556.6690213771833,632.2353167157427,768.9050498547308
2018-05-16 00:00:00,863.6309392397699,556.3809198309476,635.4024844905982,764.4374008741361
2018-05-17 00:00:00,838.5760272408548,534.8668533876321,619.8066084624835,742.5742842220211
2018-05-18 00:00:00,856.2049476837311,545.2153589029995,629.614162463125,757.128753239476
2018-05-19 00:00:00,857.7390126406931,544.2586061116198,636.8928751685955,760.1371307461565
2018-05-20 00:00:00,876.5910292986142,557.8859425414023,637.0789168261668,772.8668868811587
2018-05-21 00:00:00,865.6230707703578,547.4450669597763,656.6669837353998,771.1184442788121
2018-05-22 00:00:00,828.6413229241962,523.9439968706627,630.0114537454609,738.5826295652222
2018-05-23 00:00:00,794.3228648035763,492.28213717912803,655.2686880944195,722.4025390283844
2018-05-24 00:00:00,810.7192297231995,503.26505838976584,670.0435242184079,737.7711009384186
2018-05-25 00:00:00,797.845116964685,493.54698243055253,650.9807633474904,723.3559974261133
2018-05-26 00:00:00,791.9794863819213,491.25779989178835,641.6149991555582,716.797971564999
2018-05-27 00:00:00,787.1652478104884,487.89769275361624,638.585083288498,712.6644429482039
2018-05-28 00:00:00,750.4079810595208,461.28538336375885,623.2790143052493,683.3570312636632
2018-05-29 00:00:00,786.8223689009127,489.0577597923883,626.4378561943597,708.9305541780943
2018-05-30 00:00:00,784.3798042648941,486.1764802294722,641.219581152189,711.6114049275404
2018-05-31 00:00:00,796.3613588382659,491.83655585952374,628.9302282882445,715.6795393753853
2018-06-01 00:00:00,801.3494755786777,496.41846883194836,638.9797345227918,722.145452587239
2018-06-02 00:00:00,816.8333635761375,505.0428176956673,648.6506397324193,735.199491834975
2018-06-03 00:00:00,823.4131448457932,517.4054657091572,634.9630142877434,736.2773377647146
2018-06-04 00:00:00,799.9213065722208,504.3263969989379,623.6105140078056,717.4685778455679
2018-06-05 00:00:00,808.6753250738115,512.6435973456396,626.1711420740357,724.3208974010615
2018-06-06 00:00:00,806.9560847065661,511.74242495634826,625.9993765859591,723.1477062953622
2018-06-07 00:00:00,806.1600302411325,512.2523303896082,621.6519733360622,721.416843184459
2018-06-08 00:00:00,800.3958735311057,509.4528396382076,620.7578134608084,717.4101521207267
2018-06-09 00:00:00,789.7771736077937,503.8591716161782,614.7028131324713,708.6630652660355
2018-06-10 00:00:00,735.4962251105591,461.00770691038474,588.975383599832,664.0911208373234
2018-06-11 00:00:00,745.0872263757497,467.0907571682795,589.3110847309565,670.5547369615647
2018-06-12 00:00:00,713.8821415361448,443.9710104980783,589.8978092844354,649.6957287568252
2018-06-13 00:00:00,695.0582754199199,427.27891153202,587.0919991587325,635.8904561527737
2018-06-14 00:00:00,726.3193924804286,449.9437416380384,588.5478726047322,657.3503714334806
2018-06-15 00:00:00,707.1267602491828,434.5206056919025,583.1148542132838,642.662572982685
2018-06-16 00:00:00,709.4167632828286,437.41267411673545,584.5961305344086,644.7701645416932
2018-06-17 00:00:00,705.600924242206,434.5858390938536,586.2742664881127,642.7014184011427
2018-06-18 00:00:00,716.132216525452,444.69362911157964,590.6269176944104,651.3367681347522
2018-06-19 00:00:00,716.9088912565642,450.2171754959856,587.1258655274693,651.3048119617779
2018-06-20 00:00:00,714.5353768057879,447.43492781823863,582.6292427747925,648.2534916977344
2018-06-21 00:00:00,710.578133055688,443.7600474625567,593.4920780719314,648.7705080012479
2018-06-22 00:00:00,664.4557182670152,406.31264363854245,558.450919757413,606.8399712512872
2018-06-23 00:00:00,664.8909668816906,407.1630651960791,557.5533153624032,606.9168812573432
2018-06-24 00:00:00,649.9853664725985,400.5620423524192,558.5702136418265,597.6184882113489
2018-06-25 00:00:00,660.182845043495,403.43382481974584,562.267929070892,605.1334682293392
2018-06-26 00:00:00,641.753046634542,387.383835478482,557.2028864500011,590.9510774635737
2018-06-27 00:00:00,648.5305078119713,395.96925964702353,564.0618088766438,597.9337733148783
2018-06-28 00:00:00,628.7625454723781,379.7519227175902,546.4554204395356,579.1693456870465
2018-06-29 00:00:00,646.4085269128769,391.3978108386515,548.6121822051057,591.5685518931231
2018-06-30 00:00:00,668.0234322466964,401.7180236424174,552.9126424876932,606.8596544585675
2018-07-01 00:00:00,669.452513207414,399.2784451851677,549.1440028227669,606.3425532897952
2018-07-02 00:00:00,691.7479546348117,415.18343506514077,554.3913272255625,622.8845144550698
2018-07-03 00:00:00,686.0882535591779,411.9895047011209,550.7763225584871,618.084799373165
2018-07-04 00:00:00,689.3332288984341,414.50752230794626,550.647322521533,620.244886326315
2018-07-05 00:00:00,682.1763071608533,413.7592926441529,554.8668904406067,617.1417806931092
2018-07-06 00:00:00,685.3430632801491,413.0703137446264,552.6297338424971,618.3017894953013
2018-07-07 00:00:00,699.8728608245156,423.7636242362789,559.2408507914076,630.0723341557594
2018-07-08 00:00:00,696.8242844884785,415.8574797028175,562.5302012980807,628.439379052793
2018-07-09 00:00:00,682.10839730922,411.4587699614942,537.5669129602979,611.6809892697707
2018-07-10 00:00:00,651.906385037976,388.69226031050687,530.3677904018691,589.1233941743969
2018-07-11 00:00:00,655.0047489348036,395.2287012682521,527.9064032513376,590.8976404631087
2018-07-12 00:00:00,642.9599888701878,385.59184104386156,527.6206535608192,582.6213734947446
2018-07-13 00:00:00,651.2557055067844,387.32908677368215,531.1636932707949,588.8354399626774
2018-07-14 00:00:00,651.3204086502053,388.13647642063887,532.1434554156605,589.2489294568852
2018-07-15 00:00:00,662.3788170359098,394.70002108959153,537.3763311712632,598.110191681884
2018-07-16 00:00:00,689.9085522585309,417.20857429179847,542.5471879436424,618.4301451673911
2018-07-17 00:00:00,718.0069494514038,436.9615544493983,553.3173882937153,640.4955416038968
2018-07-18 00:00:00,718.42517710797,428.0770607120779,551.4591788886258,639.3005660025775
2018-07-19 00:00:00,710.6900409398731,424.8575925110438,547.7133938122116,633.2138019586918
2018-07-20 00:00:00,683.7132357012435,411.31475353688256,526.8011401945928,609.3997588328122
2018-07-21 00:00:00,698.179068541155,417.35273176533036,527.4030276915073,618.8636226086783
2018-07-22 00:00:00,694.5076483704705,414.4154836026851,533.6172167711306,618.23130241389
2018-07-23 00:00:00,687.2417739963715,414.437774307931,506.66306533842453,605.7877614301433
2018-07-24 00:00:00,704.5578948710171,436.4526989173398,506.9774197428944,618.4732327372126
2018-07-25 00:00:00,707.3132263923582,430.3678652628081,501.55396772123754,617.890912678067
2018-07-26 00:00:00,694.0741967769314,422.233704288168,491.9822177705814,606.2625538261501
2018-07-27 00:00:00,699.8948270393844,426.58980759428414,495.12254635485436,611.1326408895154
2018-07-28 00:00:00,702.6270163928721,425.59431316280234,499.9300377810551,614.11465248632
2018-07-29 00:00:00,703.49295159219,426.3138136412263,507.1074182511067,616.8593777947686
2018-07-30 00:00:00,692.6964231788404,421.5623929890381,502.22424090411283,608.4413654774419
2018-07-31 00:00:00,666.1155364979903,407.9479167220378,488.3491583994494,586.9688610908328
2018-08-01 00:00:00,662.2411580042623,403.94347565660604,496.17154160262817,586.5905048490064
2018-08-02 00:00:00,643.8515332995102,397.2644668008168,485.8112833553564,571.7807516663946
2018-08-03 00:00:00,639.4834604443823,400.1951634354239,483.6938998382943,568.8177625616601
2018-08-04 00:00:00,623.4635208318348,387.0495016074895,478.8957825166821,556.4517974148545
2018-08-05 00:00:00,634.5987136852603,390.5249907784136,481.1672000690404,564.1618873097096
2018-08-06 00:00:00,625.9302389544732,384.3702921641611,482.6568020156862,558.7922131938059
2018-08-07 00:00:00,608.6595446541727,365.13040361280827,475.36125526391635,544.3171437329593
2018-08-08 00:00:00,573.3590817464977,340.28301773285017,454.8491447138733,514.4984942353457
2018-08-09 00:00:00,590.5341605148582,349.66446005217836,458.7602884408377,526.9150288463841
2018-08-10 00:00:00,562.9341088506831,329.0605872785882,457.03009364868416,507.7755521328738
2018-08-11 00:00:00,550.3436614957408,323.3266919637002,455.73231909223546,499.2585618214851
2018-08-12 00:00:00,550.0199814495128,322.83954612583796,459.2586099074471,500.07352645452556
2018-08-13 00:00:00,523.1497269650911,309.000540007233,450.8915440155916,480.0573533844554
2018-08-14 00:00:00,507.6375744354585,302.8160411112948,440.93598514187437,467.14494431496684
2018-08-15 00:00:00,513.1467443277515,306.4912865437349,440.9102278712184,470.8102436123899
2018-08-16 00:00:00,525.7850041221176,311.21391639910854,449.0488448476046,481.30704756746275
2018-08-17 00:00:00,576.2231218286354,342.11553506668355,476.41339248861954,522.8694443504354
2018-08-18 00:00:00,549.2306265436345,324.41803892101547,455.26655993402363,498.56014779848925
2018-08-19 00:00:00,562.1858759533668,330.29887853138666,470.0683576632448,511.3619207241322
2018-08-20 00:00:00,541.5120642746477,313.5534044377549,468.09547858804086,496.6912225849764
2018-08-21 00:00:00,553.9072549491426,322.6521828137559,475.7984528198973,507.3491070968304
2018-08-22 00:00:00,540.0906682112735,314.9472440509081,467.6617584861723,495.84765287770665
2018-08-23 00:00:00,554.9576440129732,321.8514624713049,465.58341807139004,504.83475807633147
2018-08-24 00:00:00,566.9618815592771,325.6291970911077,476.5346512006595,515.7004440048748
2018-08-25 00:00:00,569.9049623447996,325.3325370752813,478.0222892274723,517.8829178826496
2018-08-26 00:00:00,568.5453126245211,322.1163581493065,487.03788979808877,519.45019032907
2018-08-27 00:00:00,588.1617261412778,332.0525321268783,475.31550378864205,528.6969400340471
2018-08-28 00:00:00,604.9395501664192,342.73568058167547,485.1835824423955,542.7923728907376
2018-08-29 00:00:00,595.6255249846008,337.94864373578736,477.42549329946246,534.3978273541779
2018-08-30 00:00:00,593.3084588680448,332.6050480019427,485.1348043630442,534.7860214299344
2018-08-31 00:00:00,599.8153604722144,334.8982724197983,495.25678141221726,541.9560779489736
2018-09-01 00:00:00,616.4512625608725,345.68134403545525,507.5611415679925,556.7072344104668
2018-09-02 00:00:00,612.3521110773879,344.9395790560068,500.55781750569776,552.0725698037427
2018-09-03 00:00:00,612.7105049780818,342.06507138211396,509.7980459496245,554.7722239099478
2018-09-04 00:00:00,618.3340393919461,343.81399762347655,528.8668620989934,564.0418820272133
2018-09-05 00:00:00,572.2906237973081,306.85244699915677,495.03799494145983,522.5710174607385
2018-09-06 00:00:00,577.5222090598112,306.61869158938,528.1348928676283,535.6156624551131
2018-09-07 00:00:00,567.3548398491762,299.2447367338062,526.6917371996695,528.3448987427872
2018-09-08 00:00:00,549.2544322714205,285.95478589817543,577.2988292112069,531.3377867160318
2018-09-09 00:00:00,549.4991381541639,288.05615875641746,532.430587326216,518.2342749660049
2018-09-10 00:00:00,553.5695288614642,286.08058637490177,566.2721413404535,530.6314183565047
2018-09-11 00:00:00,542.2672829129381,278.9676715932386,558.4082628228559,520.7796157539435
2018-09-12 00:00:00,538.7145156197599,279.12396058196896,553.6955476432806,517.249769723037
2018-09-13 00:00:00,561.9347331587796,294.6776419988147,560.8523835031698,534.8843191461001
2018-09-14 00:00:00,559.1116049744434,295.99797862598354,558.274918641971,532.5492364398556
2018-09-15 00:00:00,562.8076644028973,300.53137287774734,557.3866525499408,534.9537316944953
2018-09-16 00:00:00,565.476256058563,299.72445301510885,556.7051278672712,536.26973729683
2018-09-17 00:00:00,545.3748934851495,285.00594300190187,545.3232150128082,519.3224948951224
2018-09-18 00:00:00,557.8814311558136,301.27909731560203,557.1514629971,532.0022073241784
2018-09-19 00:00:00,561.7237044643375,302.49050142036606,565.5419764146831,536.945865745044
2018-09-20 00:00:00,578.0867089903368,333.4437455878268,562.6875365483866,549.0026609175006
2018-09-21 00:00:00,598.6249852513686,363.050469695342,580.3510426827144,569.5853509251697
2018-09-22 00:00:00,588.2504139069594,362.4523914640886,573.0744678165408,561.1178278355467
2018-09-23 00:00:00,599.4669784866499,364.48997449913134,576.7758237370215,569.1619316630095
2018-09-24 00:00:00,582.0425450757195,344.92471358600415,559.0765922676931,551.44097608434
2018-09-25 00:00:00,574.6781058958442,344.2505796973004,556.0965239559667,546.0608786940265
2018-09-26 00:00:00,576.1882033049635,342.4883248789402,555.5844818385747,546.6370990224445
2018-09-27 00:00:00,590.0867244549356,358.06561077883913,561.8599168786614,558.4165708144437
2018-09-28 00:00:00,589.496466923042,354.58309014210386,557.3585456668854,556.3637528681013
2018-09-29 00:00:00,590.2317720677015,360.84278850414665,552.7661402748433,556.0531841734885
2018-09-30 00:00:00,591.2417904260307,362.2955552166768,549.9980073213055,555.9740319736777
2018-10-01 00:00:00,589.8010300087308,359.335430757135,544.4867207266614,553.1601772989503
2018-10-02 00:00:00,585.6555618269297,350.4488951691178,540.1379750386271,548.4796191246577
2018-10-03 00:00:00,578.2878139664112,346.1003946844651,539.5970161012539,543.4618326786695
2018-10-04 00:00:00,583.5646770670066,348.02865545120454,543.7625784093003,548.0704453081145
2018-10-05 00:00:00,592.384874121585,349.7503464872784,551.3054971889657,555.7976082783684
2018-10-06 00:00:00,589.6981261401515,343.4572338179001,539.6102227348626,550.0476658863397
2018-10-07 00:00:00,590.7696955455017,343.4011519829468,543.7271316197654,551.9200720115253
2018-10-08 00:00:00,599.6732469047121,347.3885188584853,553.3436901639725,560.5459070778675
2018-10-09 00:00:00,597.572093218182,344.7485216798329,552.325334172773,558.7157083507243
2018-10-10 00:00:00,596.939975925832,339.8904954024795,536.0151996781101,552.9575949991802
2018-10-11 00:00:00,562.0279186823881,305.9738088815831,535.6754751381113,528.5167746390246
2018-10-12 00:00:00,567.3593798665966,317.07082794496904,527.9745189328787,530.5150663943184
2018-10-13 00:00:00,571.6144731931589,317.649455094551,515.7937320251568,529.4717490328975
2018-10-14 00:00:00,569.6466295683739,312.6181241590646,509.97090068365367,526.0410603620269
2018-10-15 00:00:00,585.8310640185847,329.5801329624578,518.7294048229288,540.0754731542752
2018-10-16 00:00:00,587.9020793526032,331.77667536524,506.67136864614645,537.9203257419298
2018-10-17 00:00:00,590.1886614940609,329.25426855868653,510.8137873294892,540.2827599511519
2018-10-18 00:00:00,583.247469320597,325.16164925195363,509.011346672178,535.1680505192069
2018-10-19 00:00:00,585.4984353234815,325.72921590475244,514.2681183983367,538.1524183040651
2018-10-20 00:00:00,591.8431611047159,327.391795736233,526.6664198088253,545.8450021791004
2018-10-21 00:00:00,595.6524429623695,326.3132733380499,558.0032932126859,557.4237810750324
2018-10-22 00:00:00,598.7489167418603,324.6519387501632,618.4525250709196,577.2503014414084
2018-10-23 00:00:00,600.3907940049428,326.59416972205213,529.4945931639032,551.7422713243418
2018-10-24 00:00:00,603.8769283958894,325.97094712036017,538.1948026273526,556.3816925377754
2018-10-25 00:00:00,603.5888395659535,325.192300290764,531.8982953019997,554.2420223592485
2018-10-26 00:00:00,604.3978404589437,325.44472093196896,537.5699318713728,556.454155929975
2018-10-27 00:00:00,599.6731617806358,325.3757156660698,533.9649061977009,552.5309404942988
2018-10-28 00:00:00,603.5249796076829,327.0261765995856,531.7905989406844,554.3547851067735
2018-10-29 00:00:00,585.4067916961525,316.22119169896314,520.68600886414,539.0719968468298
2018-10-30 00:00:00,586.0657125723619,317.00569085802107,520.1765559188923,539.3929634048869
2018-10-31 00:00:00,589.4267787814035,317.01601916808045,520.1255154219916,541.3953238122476
2018-11-01 00:00:00,595.7022768888074,320.43249629889283,520.3294756811962,545.5634584675325
2018-11-02 00:00:00,598.330351265857,322.98926293914866,519.0775610685694,547.0204053739999
2018-11-03 00:00:00,598.7813395738009,322.0808800057003,523.7532475273974,548.6028660030698
2018-11-04 00:00:00,602.654080746646,328.2172576219399,513.2407938603524,548.3864123682872
2018-11-05 00:00:00,601.1388552273361,334.31475948719094,511.15849559725035,547.4623377642959
2018-11-06 00:00:00,610.3548322230099,347.6539680660993,520.2755206678274,557.0609523407641
2018-11-07 00:00:00,611.0754172549804,344.1510907586982,523.2960678955628,558.0491797975269
2018-11-08 00:00:00,602.6027557645908,334.12190322041926,508.2697772833936,547.4547769658145
